359 428 535 1617 2848 
impair 0 3 0 0 2 
twa. 0 0 0 5 0 
krenzler 0 5 0 0 0 
korea' 0 1 4 0 0 
demonstr 1 1 1 2 0 
55.8 1 1 0 1 2 
347,000 0 0 0 2 3 
fermenta 0 0 0 5 0 
gabon 5 0 0 0 0 
scrip 0 0 0 2 3 
hgca 0 5 0 0 0 
kuranari 0 0 5 0 0 
bergsten 0 0 5 0 0 
biffex 0 5 0 0 0 
44.7 0 0 0 0 5 
panamanian 0 2 0 3 0 
validli 0 0 0 5 0 
telephoniqu 0 0 0 5 0 
65.3 0 1 0 0 4 
palomino 0 0 0 5 0 
foresman 0 0 0 0 5 
unrealist 0 1 4 0 0 
hambrecht 0 0 0 5 0 
61.7 0 0 0 0 5 
mccormack 0 0 0 5 0 
51.2 0 0 0 2 3 
archer 0 5 0 0 0 
36.9 1 0 1 0 3 
gordon 0 0 0 5 0 
920,000 0 2 0 0 3 
biscuit 0 0 0 1 4 
mlc 1 0 0 1 3 
transpond 0 0 0 0 5 
tandi 0 0 0 2 3 
70.1 0 0 0 0 5 
bramalea 0 0 0 3 2 
luckey 0 0 0 1 4 
370,000 0 0 0 0 5 
tricentrol 1 0 0 0 4 
unemploy 0 1 4 0 0 
1300 0 1 3 1 0 
janeiro 5 0 0 0 0 
2.21 0 0 0 0 5 
quixot 0 0 0 5 0 
784,000 0 0 0 0 5 
u.k.' 0 0 2 3 0 
riyadh 4 0 1 0 0 
alden 0 0 0 2 3 
gatt 0 5 0 0 0 
altex 0 0 0 4 1 
calmar 0 0 0 5 0 
28.0 0 0 0 0 5 
piec 0 0 0 4 1 
compact 1 0 0 2 2 
kloeckner 0 0 0 0 5 
witter 1 0 1 2 1 
express' 0 0 0 5 0 
weatherford 0 0 0 0 5 
mti 0 0 5 0 0 
43.7 0 0 0 0 5 
hertz 0 5 0 0 0 
exco 0 0 0 5 0 
tenn. 0 0 0 3 2 
ek 0 0 0 4 1 
unlist 0 0 0 4 1 
157 0 1 0 0 4 
recept 0 1 1 2 1 
mcdermott 1 0 0 4 0 
gnb 0 0 0 5 0 
ankara 5 0 0 0 0 
24.7 0 0 0 1 4 
europharmaceut 0 0 0 5 0 
magnitud 1 0 0 1 3 
mlx 0 0 0 4 1 
2.16 1 0 0 0 4 
rude 0 0 5 0 0 
gt 1 0 0 2 2 
bilater 1 1 2 1 0 
bro 0 0 0 5 0 
fnv 0 5 0 0 0 
r.i. 0 0 0 5 0 
world-wid 0 0 1 2 2 
bbc 2 0 0 0 3 
205 0 0 2 1 2 
cme 0 0 5 0 0 
2.89 3 0 0 0 2 
contin 2 3 0 0 0 
twelv 0 0 1 0 4 
sanction 1 1 1 1 1 
refug 5 0 0 0 0 
50.9 0 0 0 0 5 
asbestec 0 0 0 3 2 
mge 0 5 0 0 0 
unwil 2 0 2 0 1 
orlean 0 5 0 0 0 
248,000 0 1 0 0 4 
dba 0 0 0 5 0 
interfirst 0 0 0 1 4 
ray 0 0 2 0 3 
1.84 0 1 0 0 4 
lasmo 1 0 0 0 4 
exhibit 0 0 2 2 1 
willcox 0 0 0 3 2 
38.8 0 1 0 0 4 
schweizerisch 0 0 0 0 5 
mee 5 0 0 0 0 
yu 0 0 5 0 0 
association' 2 2 1 0 0 
row' 0 0 0 5 0 
speaker 4 0 0 1 0 
provinci 0 1 0 3 1 
143,000 0 4 0 0 1 
ivaco 0 0 0 0 5 
wilshir 0 0 0 5 0 
straight 1 1 0 1 2 
1981/82 0 5 0 0 0 
dormant 0 5 0 0 0 
handler 0 5 0 0 0 
coleco 0 0 0 0 5 
asia-pacif 2 1 2 0 0 
alleghney 0 0 0 5 0 
iml 0 0 0 5 0 
schultz 0 4 0 1 0 
teleglob 0 0 0 5 0 
2,300,000 0 0 0 0 5 
herstatt 0 0 5 0 0 
27,000 0 3 0 0 2 
tourist 0 0 3 0 2 
1100 1 0 2 2 0 
equilibrium 0 1 4 0 0 
undevelop 3 0 0 1 1 
54.6 0 0 0 0 5 
1,730,000 0 0 0 0 5 
ericsson 0 0 0 5 0 
sugarcan 0 5 0 0 0 
3.42 0 0 0 1 4 
christoph 0 1 0 3 1 
68.5 0 0 0 0 5 
detroit 0 0 0 4 1 
novel 0 0 0 0 5 
2.98 0 3 1 1 0 
151 1 0 1 3 0 
tokheim 0 0 0 0 5 
lm 0 0 0 3 2 
lessor 0 0 0 3 2 
homestead 0 0 0 0 5 
fibergla 0 0 0 5 0 
california' 5 0 0 0 0 
mcgill 0 0 0 5 0 
bi 0 0 2 1 2 
pagex 0 0 0 5 0 
unitel 0 0 0 5 0 
pittsburgh 0 0 0 3 2 
highlight 1 1 1 0 2 
tampa 0 0 0 5 0 
2.06 0 2 0 1 2 
finland' 0 0 2 2 1 
360,000 2 1 0 0 2 
sheppard 0 0 0 4 1 
26.8 0 1 0 0 4 
530,000 0 1 0 1 3 
bern 5 0 0 0 0 
hardli 0 0 5 0 0 
four-for-thre 0 0 0 1 4 
sierra 0 0 0 1 4 
gleason 0 0 0 5 0 
bob 1 3 0 1 0 
marlin 5 0 0 0 0 
4.81 1 1 0 0 3 
right' 0 0 0 2 3 
baltimor 0 1 0 3 1 
amt 0 0 0 0 5 
emerson 0 0 0 2 3 
tonka 0 0 0 0 5 
exchange' 1 3 1 0 0 
122,000 0 2 0 0 3 
proof 0 1 3 0 1 
gerhard 0 0 3 1 1 
wessanen 0 0 0 0 5 
59.1 0 1 0 0 4 
slope 5 0 0 0 0 
varian 0 0 0 5 0 
5,500,000 0 0 0 0 5 
pancanadian 5 0 0 0 0 
washington' 0 0 5 0 0 
honour 3 1 0 1 0 
301,000 0 0 0 0 5 
uaw 0 0 0 5 0 
subpoena 0 0 0 5 0 
hog 2 1 0 2 0 
yergin 5 0 0 0 0 
oy 0 0 0 4 1 
jude 0 0 0 0 5 
151,000 0 1 0 0 4 
enact 1 2 1 1 0 
hex 0 0 0 1 4 
proportion 0 0 0 1 4 
nabisco 0 0 0 5 0 
adapt 0 1 3 1 0 
centel 0 0 0 1 4 
bowl 0 0 0 0 5 
erupt 4 0 0 1 0 
surpass 0 3 0 0 2 
administ 1 0 0 2 2 
21.95 4 0 1 0 0 
peru' 0 1 4 0 0 
shing 0 0 0 0 5 
76,000 0 0 0 1 4 
pensacola 0 0 0 5 0 
national' 0 0 0 5 0 
185,000 1 0 0 0 4 
coleman 0 0 0 0 5 
messag 0 3 1 0 1 
carrol 1 1 0 3 0 
redress 0 0 5 0 0 
nic 0 0 5 0 0 
eurobond 0 0 4 1 0 
offshoot 2 0 0 2 1 
32.1 0 0 0 0 5 
shirt 0 0 0 5 0 
rebuf 0 1 0 4 0 
polaroid' 0 0 0 4 1 
60.50 0 0 0 3 2 
unstabl 0 0 4 1 0 
57.6 0 0 0 4 1 
harwood 0 0 5 0 0 
california-bas 0 0 0 5 0 
ln 0 0 0 0 5 
belgrad 0 5 0 0 0 
bamberg 0 0 0 5 0 
cane 0 5 0 0 0 
legitim 2 1 0 2 0 
maritim 2 0 0 3 0 
0.9 1 1 1 0 2 
mulroney 0 0 0 5 0 
dissemin 0 0 0 5 0 
dumez 0 0 0 5 0 
recipi 2 2 0 0 1 
buoy 0 0 3 1 1 
norrel 0 0 0 5 0 
45.5 0 0 0 0 5 
citroen 0 0 0 0 5 
amazon 5 0 0 0 0 
creditanstalt 0 0 1 1 3 
freeport-mcmoran 0 0 0 1 4 
3.65 1 0 0 0 4 
380,000 2 1 0 2 0 
gsx 0 0 0 0 5 
merit 0 1 0 4 0 
takefman 0 0 0 0 5 
2.53 0 0 0 0 5 
refriger 0 0 0 3 2 
canterra 5 0 0 0 0 
jenrett 0 0 1 3 1 
barrick 0 0 0 5 0 
spain' 2 0 2 1 0 
analyz 0 0 0 4 1 
tape 0 0 0 3 2 
carlo 3 0 0 2 0 
taikoo 0 0 0 0 5 
invalid 0 0 0 5 0 
invacar 0 0 0 0 5 
alex 0 0 0 3 2 
3.35 0 0 0 0 5 
2.92 0 1 0 0 4 
robertson 0 0 0 5 0 
vtx 0 0 0 3 2 
18,000 0 3 0 1 1 
databas 0 0 0 4 1 
note:1987 0 0 0 0 5 
submiss 1 3 0 1 0 
6-1/2 1 0 2 1 1 
ride 0 0 3 0 2 
underground 3 0 0 2 0 
style 1 0 1 2 1 
4.10 0 0 0 0 5 
2.46 0 0 0 0 5 
108,000 0 0 0 0 5 
leaseway 0 0 0 3 2 
tanzania 0 5 0 0 0 
airbu 0 0 0 0 5 
edouard 0 0 2 3 0 
saskatchewan 3 0 0 2 0 
dept 0 1 2 0 2 
bcom.l 0 0 0 5 0 
belg 0 2 0 0 3 
goodwood 0 0 0 5 0 
99.9 0 1 0 0 4 
murphi 4 0 0 0 1 
102 2 0 0 3 0 
117 1 0 1 0 3 
0.7 0 0 1 1 3 
2,400,000 0 0 0 2 3 
34.6 0 0 0 0 5 
520 0 2 0 0 3 
schmidt-chiari 0 0 0 0 5 
penobscot 0 0 0 4 1 
27.7 0 1 2 0 2 
reseed 0 5 0 0 0 
1984/85 0 3 0 0 2 
con 0 0 0 2 3 
2.57 0 1 0 0 4 
52.6 1 0 0 0 4 
aquino 0 0 0 5 0 
fujian 0 2 1 0 2 
lone 0 1 0 4 0 
knutson 0 0 0 0 5 
rugbi 0 0 0 0 5 
117.6 0 2 0 0 2 
3,500 1 1 0 2 0 
ctc' 0 0 0 4 0 
carolian 0 0 0 0 4 
ste 1 0 0 0 3 
caesars' 0 0 0 3 1 
chancellor' 0 0 4 0 0 
vow 4 0 0 0 0 
short-dat 0 0 4 0 0 
concord 0 0 0 2 2 
183 1 0 1 0 2 
hussein 3 0 1 0 0 
tate 0 0 0 3 1 
nolan 0 0 0 4 0 
cantrex 0 0 0 4 0 
charge-off 0 0 0 0 4 
268 0 0 1 1 2 
beat 1 0 0 2 1 
american' 0 0 0 4 0 
leiner 4 0 0 0 0 
223,000 0 1 0 0 3 
reclaim 2 0 0 2 0 
lieu 0 1 0 1 2 
singer 2 0 0 2 0 
genstar 0 0 0 0 4 
agpm 0 4 0 0 0 
neo-tech 0 0 0 4 0 
68.3 0 0 0 0 4 
146 0 0 0 0 4 
fairchild' 0 0 0 4 0 
tam 0 0 4 0 0 
70.9 1 0 0 0 3 
2.31 0 1 0 0 3 
csbk 0 0 0 3 1 
spill 4 0 0 0 0 
116.8 0 0 0 1 3 
mij 0 4 0 0 0 
forth 0 0 0 2 2 
1.495 4 0 0 0 0 
lamb 0 2 0 2 0 
music 0 0 0 0 4 
valtek 0 0 0 3 1 
3.64 0 0 0 0 4 
hemispher 4 0 0 0 0 
tmoc' 0 0 0 4 0 
telecom' 0 0 0 3 1 
vebg.f 0 0 0 3 1 
reporters: 1 0 2 0 1 
51.3 0 0 0 1 3 
refractori 0 0 0 3 1 
resold 4 0 0 0 0 
1.96 0 0 0 0 4 
980,000 0 2 0 0 2 
lugar 0 4 0 0 0 
pwj 0 0 0 4 0 
soni 0 0 0 0 4 
impend 0 3 0 1 0 
sahlen 0 0 0 4 0 
metallgesellschaft 0 0 0 3 1 
585,000 0 0 0 0 4 
bonanza 2 0 0 0 2 
liposom 0 0 0 4 0 
stauffer 0 0 0 3 1 
8.52 3 0 0 0 1 
cleanup 0 0 0 1 3 
metromedia 0 0 0 3 1 
unpreced 0 0 2 1 1 
pakistani 0 4 0 0 0 
687,000 0 0 0 1 3 
81.9 0 0 0 1 3 
194,000 0 1 0 0 3 
76.9 0 0 0 0 4 
506 0 0 0 0 4 
wide-rang 0 0 3 1 0 
2.61 0 1 0 0 3 
tabak 0 0 0 4 0 
en 0 0 0 1 3 
payless 0 0 0 0 4 
17.35 2 1 0 0 1 
1,400,000 0 0 0 1 3 
dayton 0 0 0 0 4 
29-1/2 0 0 0 0 4 
greenwood 0 0 0 4 0 
mlp 1 0 0 0 3 
150.1 0 0 0 0 4 
centron 0 0 0 0 4 
kjell 0 0 0 4 0 
portugu 0 0 0 4 0 
44.0 0 0 0 0 4 
flt 0 0 0 4 0 
adventur 0 0 0 4 0 
guy 0 0 0 4 0 
tennesse 0 1 0 2 1 
2.51 1 0 0 0 3 
36.8 0 0 0 0 4 
leroy 0 0 0 4 0 
chanceri 0 0 0 4 0 
confront 3 1 0 0 0 
ok 2 0 0 2 0 
palac 2 0 0 1 1 
gypsum 0 0 0 2 2 
391 0 4 0 0 0 
reneg 0 0 4 0 0 
921,000 0 0 0 0 4 
wx 0 0 0 3 1 
hearst 0 0 0 4 0 
175,000 1 1 0 0 2 
fa 0 3 0 1 0 
forex 0 0 4 0 0 
mid-year 0 1 0 1 2 
45.7 0 0 0 0 4 
arena 0 0 0 4 0 
4.40 0 1 0 0 3 
snc 0 0 0 0 4 
119.0 0 0 0 0 4 
610,000 0 0 0 1 3 
chronicl 0 0 0 4 0 
4.78 0 1 0 0 3 
12p 0 0 0 1 3 
engelhard 0 0 0 0 4 
64.3 0 1 0 0 3 
147.50 0 0 4 0 0 
prolong 0 2 1 1 0 
kohlberg 0 0 0 3 1 
solv-ex 4 0 0 0 0 
mcd 0 0 0 1 3 
kravi 0 0 0 3 1 
orion 0 0 0 3 1 
anxiou 1 0 2 0 1 
conn. 0 0 0 4 0 
majeur 4 0 0 0 0 
87.3 0 0 0 1 3 
gafta 0 4 0 0 0 
66.9 0 0 0 0 4 
predat 0 0 0 4 0 
province' 0 3 0 0 1 
variat 0 0 2 2 0 
transamerican 0 0 0 3 1 
fixtur 0 2 0 2 0 
8.16 4 0 0 0 0 
dept' 0 0 4 0 0 
ridicul 1 2 1 0 0 
numac 0 0 0 0 4 
ionic 0 0 0 3 1 
draugen 4 0 0 0 0 
firms' 0 0 0 4 0 
midam 0 4 0 0 0 
duvel 0 0 0 0 4 
tamura 0 0 2 2 0 
ted 0 0 0 3 1 
blend 4 0 0 0 0 
in-kind 0 4 0 0 0 
fashion 0 0 0 3 1 
81.5 0 0 0 0 4 
cyclic 1 1 0 0 2 
shareown 0 0 0 2 2 
3.38 0 1 0 0 3 
492,000 0 0 0 0 4 
pancontinent 0 0 0 4 0 
mmal 0 0 0 0 4 
one-half 0 1 2 1 0 
cardiovascular 0 0 0 3 1 
20-mar-1987 0 0 0 0 4 
pson.l 0 0 0 1 3 
303,000 0 0 0 0 4 
kilomet 3 0 0 1 0 
laenderbank 0 0 0 0 4 
autonom 0 0 3 1 0 
1,700 0 0 1 1 2 
hair 4 0 0 0 0 
oversea-chines 0 0 0 1 3 
62.1 0 0 0 0 4 
63.20 0 0 0 0 4 
profit-shar 0 0 0 0 4 
akzo.a 0 0 0 2 2 
11th 1 0 2 1 0 
87.50 0 0 0 4 0 
bud 0 1 1 2 0 
awf 0 4 0 0 0 
caph.hkg 0 0 0 0 4 
halbert 0 0 0 4 0 
entr 0 4 0 0 0 
egan 0 0 0 0 4 
quarto 0 0 0 0 4 
cbsi 0 0 0 4 0 
r-minn. 0 4 0 0 0 
11-3/4 0 0 1 1 2 
34-3/4 2 0 0 1 1 
bancorpor 0 0 0 2 2 
809,000 0 0 0 0 4 
fieldwork 0 4 0 0 0 
eleventh 3 0 0 1 0 
anatolian 4 0 0 0 0 
lif 0 0 0 1 3 
rpch 0 0 0 4 0 
lpl 0 0 0 4 0 
whampoa 0 0 0 2 2 
getti 1 0 0 0 3 
anacomp' 0 0 0 1 3 
striker 4 0 0 0 0 
178 1 2 0 0 1 
farmer-own 0 4 0 0 0 
scatter 0 3 0 1 0 
laid 2 0 0 0 2 
deter 0 0 0 4 0 
gluten 0 4 0 0 0 
posttax 0 0 0 0 4 
haerri 0 0 0 0 4 
pivot 4 0 0 0 0 
2.64 1 1 0 0 2 
hapag-lloyd 0 0 0 4 0 
infest 0 4 0 0 0 
ucu 0 0 0 2 2 
swpc.hkg 0 0 0 0 4 
tag 0 0 0 3 1 
upsid 0 0 4 0 0 
33.8 0 0 1 0 3 
loophol 3 1 0 0 0 
flaw 3 1 0 0 0 
glantz 0 0 0 4 0 
anhui 0 4 0 0 0 
gamco 0 0 0 4 0 
hayes-albion 0 0 0 4 0 
570 0 0 2 0 2 
lui 1 3 0 0 0 
datron 0 0 0 0 4 
borg 0 0 0 4 0 
dai-ichi 0 0 4 0 0 
gmbh 0 0 1 2 1 
ngl 4 0 0 0 0 
one-year 0 2 0 1 1 
178.1 0 0 0 0 4 
holt 0 0 0 2 2 
pri 3 0 0 0 1 
268,000 0 0 0 0 4 
369,000 0 0 0 0 4 
vontobel 0 0 0 4 0 
re 0 0 0 2 2 
interpharm 0 0 0 4 0 
honor 0 2 0 2 0 
69,000 0 2 0 0 2 
macdonald 0 0 0 2 2 
pod 0 4 0 0 0 
nord 0 0 0 0 4 
aci 0 0 0 3 1 
467,000 0 0 0 0 4 
retent 0 0 1 1 2 
inabl 1 0 0 1 2 
five-day 1 1 2 0 0 
ocf 0 0 0 4 0 
36.6 0 0 0 0 4 
hart-scott-rodino 0 0 0 4 0 
138.75 0 4 0 0 0 
andr 0 0 0 4 0 
carrolton 0 0 0 4 0 
319,000 1 0 0 0 3 
2.58 0 2 0 1 1 
dupont 3 0 0 0 1 
ink 0 0 0 4 0 
secaucu 0 0 0 3 1 
bld 0 0 0 2 2 
berger 0 0 4 0 0 
phenomenon 1 2 1 0 0 
danzar 0 0 0 0 4 
layday 0 4 0 0 0 
exert 1 3 0 0 0 
block' 0 0 0 0 4 
264,000 0 1 0 0 3 
3.40 2 0 0 1 1 
centigrad 0 4 0 0 0 
lyonnais 0 0 0 0 4 
re-ent 0 0 4 0 0 
misunderstand 0 0 4 0 0 
theatr 0 0 0 2 2 
coin 0 0 2 2 0 
destrehan 0 4 0 0 0 
matrix 1 0 0 1 2 
hexcel 0 0 0 4 0 
bork 0 0 0 4 0 
10-k 0 0 0 2 2 
140.0 0 0 0 0 4 
143 1 0 0 2 1 
crn 0 0 0 1 3 
breast 0 0 0 4 0 
2.85 0 2 0 0 2 
166 0 0 1 1 2 
88.67 0 0 0 0 4 
mold 1 0 0 2 1 
cole 0 0 0 4 0 
somewher 0 2 2 0 0 
155,000 0 2 0 0 2 
73.7 0 0 0 0 4 
5.25 1 0 0 2 1 
airco 0 0 0 4 0 
4.27 1 0 2 0 1 
74,000 0 0 0 1 3 
16.00 2 0 0 0 2 
plm 0 0 0 4 0 
69.8 0 0 0 0 4 
787,000 0 0 0 0 4 
reconstitut 0 2 0 2 0 
large-scal 0 2 2 0 0 
ig 0 0 4 0 0 
tremor 4 0 0 0 0 
ball 1 0 0 3 0 
consolidated-bathurst 0 0 0 0 4 
donnelli 0 0 0 4 0 
bake 0 0 0 2 2 
poclain 0 0 0 0 4 
79,000 0 0 0 0 4 
mattress 0 0 0 3 1 
kapok 0 0 0 2 2 
nc 0 1 0 1 2 
48.4 0 1 0 0 3 
2.09 0 1 0 0 3 
renault' 0 0 0 4 0 
sk 0 0 0 3 1 
617,000 0 0 0 0 4 
rexnord' 0 0 0 4 0 
temco 0 0 0 3 1 
53.6 0 0 1 0 3 
bbl. 4 0 0 0 0 
remot 2 1 0 1 0 
treati 0 2 0 2 0 
ibm' 0 0 0 0 4 
inkey 0 0 0 4 0 
legalis 0 0 4 0 0 
1,941,000 0 0 0 0 4 
thursday' 1 0 3 0 0 
committee' 0 2 0 2 0 
70.8 0 0 0 0 4 
keswick 0 0 0 0 4 
overproduct 3 1 0 0 0 
saito 0 0 4 0 0 
earliest 0 1 0 2 1 
danvil 0 0 0 4 0 
usx' 4 0 0 0 0 
418,000 0 1 0 0 3 
brake 1 0 3 0 0 
48.0 0 2 0 0 2 
4,985,000 0 0 0 2 2 
sidelin 0 0 4 0 0 
wmb 1 0 0 1 2 
614 1 0 0 0 3 
deal' 0 0 0 4 0 
meredith 0 0 0 0 4 
tanjug 4 0 0 0 0 
constrain 1 1 0 0 2 
modernis 0 0 1 2 1 
603.0 0 0 0 0 4 
nbb 0 0 0 3 1 
salem 0 0 0 3 1 
4.06 0 0 0 2 2 
capita 0 2 1 0 1 
marc 0 0 0 3 1 
incorrect 0 0 1 2 1 
8.51 0 0 0 0 4 
subsist 3 1 0 0 0 
pn 0 0 0 0 4 
fbt 0 0 0 0 4 
3-3/4 0 0 0 3 1 
fat 0 1 0 3 0 
732,000 0 0 0 0 4 
jard.hkg 0 0 0 0 4 
imtec 0 0 0 4 0 
maytag 0 0 0 0 4 
pro-forma 0 0 1 0 3 
vast 1 1 2 0 0 
humid 0 3 0 1 0 
2.97 1 0 2 0 1 
stangeland 0 4 0 0 0 
d-kan 0 4 0 0 0 
dissatisfi 0 0 0 4 0 
utilicorp' 0 0 0 0 4 
wirsbo 0 0 0 0 4 
mania 0 0 0 4 0 
4.77 1 0 0 0 3 
hkbh.hk 0 0 0 1 3 
downstream 2 0 0 1 1 
381,000 0 0 0 2 2 
endang 1 1 2 0 0 
493 0 0 1 0 3 
shrank 0 0 3 0 1 
455,000 0 2 0 1 1 
wheel 0 0 0 2 2 
mood 1 0 3 0 0 
iroquoi 0 0 0 3 1 
paolo 0 0 0 4 0 
abi 0 0 0 2 2 
pete 2 0 0 1 1 
andriessen 0 4 0 0 0 
fritz 0 2 0 0 2 
36.0 0 0 0 0 4 
taper 1 0 1 0 2 
privately-own 0 0 0 4 0 
opt 1 0 2 1 0 
co. 1 2 1 0 0 
goldom 0 0 0 3 1 
pierr 0 0 0 4 0 
sarasota 0 0 0 4 0 
compressor 0 0 0 3 1 
therapi 0 0 0 4 0 
740 1 0 0 2 1 
marcel 2 1 0 1 0 
embargo 3 1 0 0 0 
nat'l 0 0 0 4 0 
46.1 0 0 0 1 3 
132.7 0 0 0 0 4 
duff 0 0 0 2 2 
dart' 0 0 0 4 0 
ir 0 0 0 0 4 
end-decemb 0 0 2 0 2 
u.k.-bas 0 0 0 3 1 
five-for-on 0 0 0 0 4 
int 0 0 0 0 4 
inc. 0 4 0 0 0 
mid-1986 3 0 0 1 0 
54.7 0 0 1 0 3 
comdata' 0 0 0 4 0 
we'd 1 1 0 1 1 
allison' 0 0 0 0 4 
month-long 3 0 0 1 0 
ann 0 0 3 0 1 
capel' 0 0 2 2 0 
mnst 0 0 0 3 1 
fm 0 0 0 4 0 
agrio 4 0 0 0 0 
rjr 0 0 0 4 0 
mediat 3 0 0 1 0 
mild 1 2 1 0 0 
symb 0 0 0 4 0 
strongest 0 0 1 1 2 
krestmark 0 0 0 4 0 
ucl 4 0 0 0 0 
alfalfa 0 4 0 0 0 
sportswear 0 0 0 3 1 
rudi 0 4 0 0 0 
instruct 0 2 0 2 0 
mcmillan 4 0 0 0 0 
hydrocarbon 4 0 0 0 0 
samba 0 0 2 0 2 
whitehead 2 0 0 2 0 
510 2 1 1 0 0 
leach 0 0 0 1 3 
47-1/2 0 0 0 0 4 
nw 0 0 0 2 2 
seaman 0 0 0 1 3 
33.7 0 1 0 1 2 
recycl 0 0 0 3 1 
150.5 0 0 0 0 4 
43.0 0 0 0 0 4 
uniform 0 1 1 2 0 
delic 0 0 2 0 2 
colleagu 1 0 3 0 0 
shelard 0 0 0 4 0 
livingwel 0 0 0 3 1 
686,000 0 0 0 0 4 
60.1 0 0 0 0 4 
jurisdict 1 1 0 2 0 
85.9 0 0 0 0 4 
imatron' 0 0 0 4 0 
416 0 3 1 0 0 
52,000 0 1 0 0 3 
759 0 0 1 0 3 
currency' 0 0 4 0 0 
167 0 1 2 0 1 
calif.-bas 0 0 0 3 1 
1400 1 1 1 1 0 
endaka 0 0 4 0 0 
4.42 0 0 0 2 2 
247,000 0 0 0 0 4 
fda 0 0 0 4 0 
eckenfeld 0 0 0 4 0 
bancgroup 0 0 0 3 1 
hoffman 0 3 0 1 0 
enfield 0 0 0 4 0 
67.2 1 0 0 0 3 
cautious 1 0 1 0 2 
anyon 0 2 0 2 0 
were: 0 2 2 0 0 
pl-480 0 4 0 0 0 
104.6 0 0 0 0 4 
228 0 0 2 0 2 
ferro 0 0 0 4 0 
narr 0 0 0 4 0 
webb 0 0 0 2 2 
kidokoro 0 0 4 0 0 
ducommun 0 0 0 3 1 
41.8 0 0 0 0 4 
mem 0 0 0 0 4 
derrick 0 0 0 1 3 
interwest 0 0 0 4 0 
nakasone' 0 0 4 0 0 
1200 0 2 2 0 0 
snet 0 0 0 0 4 
le 0 0 0 3 1 
agip 4 0 0 0 0 
leed 0 0 0 4 0 
339 1 0 0 0 3 
lean 0 0 0 3 1 
shipown 4 0 0 0 0 
62.8 0 1 0 0 3 
yanke 0 0 0 4 0 
853,000 0 0 0 0 4 
139.6 0 0 0 0 4 
func 0 0 0 4 0 
9.11 1 0 0 2 1 
passag 0 0 3 0 1 
stern 1 0 0 2 1 
jwc 0 0 0 1 3 
41.6 0 2 0 0 2 
forg 0 0 2 1 1 
bakeri 0 0 0 2 2 
dravo 0 0 0 0 4 
vagu 0 0 2 1 1 
dispatch 1 3 0 0 0 
13-d 0 0 0 4 0 
mtc 0 0 0 4 0 
96.5 0 0 0 1 3 
950 1 0 3 0 0 
crack 3 1 0 0 0 
deploy 4 0 0 0 0 
murdoch 0 0 0 2 2 
amphenol 0 0 0 4 0 
78,000 0 0 0 0 4 
970,000 0 1 0 0 3 
1,523,000 0 0 0 0 4 
york' 0 0 4 0 0 
ernest 1 0 0 3 0 
duesseldorf 0 0 4 0 0 
devon 3 0 0 0 1 
336,000 0 0 0 0 4 
batm 0 0 0 4 0 
spun 0 0 0 3 1 
marvin 0 0 0 3 1 
jaim 3 0 1 0 0 
lomak 0 0 0 4 0 
mid-1990 2 0 0 1 1 
620 0 0 0 1 3 
providentia 0 0 0 4 0 
pertain 1 2 0 1 0 
byer 0 0 4 0 0 
852,000 0 0 0 2 2 
1.98 0 0 0 1 3 
tektronix 0 0 0 0 4 
151.4 0 0 0 2 2 
silicon 0 0 0 2 2 
markedli 0 4 0 0 0 
beverli 0 0 0 4 0 
gem 0 4 0 0 0 
217,000 0 2 0 0 2 
monod 0 0 0 0 4 
hint 1 1 2 0 0 
ne 0 1 0 0 3 
pre-equ 0 0 0 0 4 
lk 0 0 0 3 1 
gaf' 0 0 0 4 0 
2,051,000 0 0 0 0 4 
1,619,000 0 0 0 0 4 
hss 0 4 0 0 0 
oilman 1 0 0 3 0 
contributor 0 0 0 0 4 
liquefi 3 0 0 0 1 
lau 0 0 0 4 0 
short-cov 2 0 2 0 0 
fuller 0 0 0 2 2 
990,000 0 0 0 0 4 
metzenbaum 0 0 0 4 0 
hora 0 0 4 0 0 
188,000 0 0 0 0 4 
hock 0 0 0 3 1 
sterivet 0 0 0 0 4 
plc. 0 0 0 1 3 
weston 0 0 0 0 4 
comtech 0 0 0 3 1 
3,686,000 0 0 0 0 4 
mid-januari 0 0 2 1 1 
long-dist 0 0 0 0 4 
depot 1 0 0 0 3 
3.98 1 0 0 0 3 
gaspar 4 0 0 0 0 
52.7 2 1 0 0 1 
1.8218 0 0 4 0 0 
269,000 0 0 0 0 4 
riyad 0 0 2 0 2 
fcl 0 0 0 4 0 
leahi 0 4 0 0 0 
39.5 0 0 0 0 4 
interior' 4 0 0 0 0 
btlr 0 0 0 4 0 
5.50 0 0 1 1 2 
lloy.l 0 0 0 1 3 
continental' 0 0 0 1 3 
2.93 0 0 1 0 3 
antonson 0 0 0 4 0 
tinto 0 0 0 4 0 
stockpil 2 2 0 0 0 
vendex 0 0 0 4 0 
arisen 0 0 1 2 1 
promin 0 3 1 0 0 
penril 0 0 0 4 0 
uic 0 0 0 3 1 
nylex 0 0 0 4 0 
midivest 0 0 0 4 0 
women' 0 0 1 3 0 
oakleaf 0 0 0 4 0 
kiena 0 0 0 0 4 
rpt 0 0 0 0 4 
3.91 0 0 0 0 4 
mitek 0 0 0 0 4 
hail 3 1 0 0 0 
dauphin 0 0 0 4 0 
kit 0 0 0 1 3 
bancorp' 0 0 0 4 0 
tenneco' 2 0 0 2 0 
341 1 1 0 0 2 
