72789 73007 95324 190881 208676 
draft 6 2 3 2 1 
13.2 0 1 0 3 10 
16.4 0 2 0 1 11 
judgment 3 3 1 6 1 
wallenberg 0 0 0 14 0 
foundat 1 0 5 6 2 
injur 2 11 0 0 1 
cb 0 0 0 11 3 
injuri 4 8 0 1 1 
furnitur 0 0 0 7 7 
amalgam 0 2 0 5 6 
accid 5 2 0 0 6 
conveni 0 1 0 6 6 
sunter 0 0 0 13 0 
ibm 0 0 1 1 11 
forum 2 1 7 3 0 
1.32 0 0 0 0 13 
first-quart 0 0 2 0 11 
8.7 1 0 0 2 10 
ali 13 0 0 0 0 
featur 1 7 2 2 1 
gilt 0 0 13 0 0 
theodor 0 0 0 12 1 
supertank 13 0 0 0 0 
70,000 0 9 0 2 2 
armtek 0 0 0 13 0 
tfb 0 0 0 13 0 
brierley 0 0 0 13 0 
1.07 0 0 1 0 12 
darman 0 0 13 0 0 
17.4 1 1 0 1 10 
anchor 1 0 3 0 9 
pleas 0 3 2 6 2 
system' 0 0 12 0 1 
comprehens 2 1 5 2 3 
23.9 0 0 0 0 13 
kistler 0 0 0 13 0 
tonnag 0 8 0 0 5 
translat 0 2 1 2 8 
siegler 0 0 0 13 0 
ocean 7 3 0 1 2 
1.13 0 0 0 1 12 
6.0 0 2 0 6 5 
analysi 3 5 2 2 1 
30.3 1 0 0 2 10 
cleveland 0 0 0 12 1 
state' 6 1 2 2 2 
unveil 1 0 7 5 0 
265 2 0 3 6 2 
your 0 2 5 6 0 
management' 0 1 0 12 0 
wider 3 2 4 2 2 
wtc 0 0 0 12 1 
secondari 7 1 0 4 1 
digit 0 0 1 8 4 
implic 4 1 5 2 1 
kay 0 7 0 0 6 
contractor 4 0 0 7 2 
adsteam 0 0 0 6 7 
0.3 5 2 4 0 2 
over-the-count 0 0 4 7 2 
spinoff 0 0 0 13 0 
pose 4 3 4 0 2 
non-bank 0 0 9 3 1 
wind 2 6 0 2 3 
7,000 1 4 0 1 7 
revolv 0 0 0 8 5 
royex 0 0 0 13 0 
safeti 1 3 0 7 2 
g-7 0 0 13 0 0 
aspect 2 2 2 5 2 
pl 0 13 0 0 0 
interconnect 0 0 0 13 0 
stone 0 0 2 8 3 
cool 3 4 4 2 0 
immin 1 4 5 3 0 
1.06 1 0 1 1 10 
1.46 1 1 0 0 11 
6.8 0 3 0 2 8 
swing 5 1 6 0 1 
patrick 0 4 1 3 5 
unc 0 13 0 0 0 
carson 0 0 0 8 5 
end-1986 1 0 0 3 9 
o 1 0 0 0 12 
bilzerian 0 0 0 13 0 
insect 0 13 0 0 0 
english 0 9 3 0 1 
thailand 0 10 0 2 1 
bonus 0 9 0 0 4 
speed 1 1 5 4 2 
mideast 13 0 0 0 0 
soro 0 0 0 13 0 
22.5 1 0 0 2 10 
clearanc 0 0 1 12 0 
reinforc 1 2 8 1 1 
concept 0 2 5 3 3 
experienc 3 4 2 1 3 
true 1 1 1 7 3 
transmiss 1 0 0 7 5 
man 1 0 2 9 1 
2.25 1 3 0 3 6 
parallel 0 0 12 1 0 
confus 0 2 5 1 5 
lb 0 13 0 0 0 
defin 2 2 2 5 2 
balao 13 0 0 0 0 
linotyp 0 0 0 13 0 
content 3 2 8 0 0 
rhode 0 0 0 10 3 
34.9 0 0 1 1 11 
quiet 1 0 11 0 1 
20.9 2 0 0 3 8 
25.2 1 1 0 0 11 
laidlaw 0 0 0 0 13 
avia 0 0 0 13 0 
wet 0 6 2 5 0 
pier 0 0 0 6 7 
17.00 13 0 0 0 0 
1.54 0 3 2 0 8 
hanov 0 0 1 7 5 
sprint 0 0 0 0 13 
illeg 5 1 2 4 1 
bean 0 10 0 3 0 
correspond 1 4 3 0 5 
2-for-1 0 0 0 0 13 
gone 3 2 5 3 0 
pilot 1 7 0 5 0 
barwon 0 0 0 13 0 
athen 11 0 0 2 0 
1.64 0 2 0 1 10 
18.5 2 0 1 5 5 
kingdom' 9 0 0 0 4 
breakwat 0 1 0 12 0 
clark 0 0 0 11 2 
january' 2 1 10 0 0 
wmx 0 0 0 12 1 
1978 1 3 4 2 3 
1.09 0 0 0 1 12 
4.6 3 0 1 0 9 
1.04 0 0 1 0 12 
cordoba 0 13 0 0 0 
1.24 0 1 0 0 12 
2.90 2 2 7 0 2 
worst 3 6 3 0 1 
motion 1 0 0 12 0 
amr 0 0 0 4 9 
irrig 0 13 0 0 0 
9.0 0 1 1 2 9 
cook 1 0 0 7 5 
stori 4 2 3 1 3 
choic 2 2 3 6 0 
portugues 0 7 0 6 0 
1970 5 2 4 2 0 
20.3 0 3 0 0 10 
20.8 0 0 0 0 13 
indonesia' 7 2 3 1 0 
21.7 0 0 0 1 12 
write-down 0 0 0 1 12 
16.50 6 0 1 5 1 
reliev 5 3 4 0 1 
coverag 0 7 0 1 5 
waiv 0 0 0 13 0 
23.1 0 0 1 1 11 
trim 0 3 2 4 4 
1/4 1 0 5 4 3 
upper 3 3 4 1 2 
compagni 3 0 0 9 1 
cftc 2 11 0 0 0 
upham 3 0 5 3 2 
ringgit 0 0 3 5 5 
lay 0 0 5 4 3 
schwab 0 0 0 11 1 
brew 0 0 0 10 2 
learjet 0 0 0 11 1 
d 2 0 0 5 5 
fdic 0 0 0 2 10 
pincu 0 0 0 12 0 
dr 0 0 0 9 3 
arsen 0 0 0 11 1 
cast 0 1 5 5 1 
9-3/4 0 0 12 0 0 
gnp 0 0 11 0 1 
beach 1 0 0 11 0 
collaps 3 1 4 2 2 
porsch 0 0 0 0 12 
walker 0 0 0 7 5 
19.1 1 0 0 1 10 
140,000 4 1 1 0 6 
turbul 2 0 9 0 1 
autumn 2 4 5 0 1 
wedg 0 0 0 12 0 
sterling' 0 0 11 1 0 
testimoni 3 1 6 1 1 
datagraphix 0 0 0 6 6 
kenneth 1 0 6 2 3 
none 3 2 2 2 3 
policymak 1 0 10 1 0 
vulcan 0 0 0 12 0 
1.33 0 2 0 0 10 
broader 1 4 3 4 0 
nearbi 7 4 1 0 0 
equatori 0 0 0 0 12 
gather 4 0 4 4 0 
magnet 0 0 0 8 4 
obstacl 0 3 6 3 0 
carter 1 0 1 3 7 
transworld 0 0 0 4 8 
coopervis 0 0 0 6 6 
3,000 4 2 0 2 4 
1.52 0 2 0 0 10 
1.03 1 0 0 0 11 
19.2 0 0 0 0 12 
egg 0 2 2 2 6 
eysken 0 0 12 0 0 
safeguard 1 0 1 8 2 
coffe 4 4 1 2 1 
edg 0 1 5 3 3 
refund 0 5 0 0 7 
fichtel 0 0 0 11 1 
11.8 0 0 0 0 12 
nurseri 0 0 0 5 7 
malcolm 0 0 1 11 0 
caw 0 0 0 11 1 
1.31 1 0 1 1 9 
3-for-2 0 0 0 0 12 
toledo 0 7 0 5 0 
henri 1 0 2 6 3 
belt 1 11 0 0 0 
pemex 12 0 0 0 0 
kaiser 0 0 0 12 0 
grenfel 0 0 0 3 9 
realign 0 0 11 0 1 
clabir 0 0 0 9 3 
credibl 0 0 8 3 1 
tobacco 0 3 0 4 5 
14.3 0 1 2 0 9 
shutdown 9 0 0 0 3 
territori 4 1 0 3 4 
bours 0 0 0 3 9 
europe' 1 0 5 4 2 
shv 0 0 0 12 0 
novamin 0 0 0 12 0 
holland 0 1 0 4 7 
disc 0 0 0 10 2 
8.2 0 2 0 6 4 
sign-up 0 12 0 0 0 
8.1 1 0 2 4 5 
that' 0 1 2 8 1 
superior 1 0 0 10 1 
vital 3 3 0 5 1 
climat 3 2 3 1 3 
represent 0 1 0 10 1 
fcc 0 0 0 8 4 
fiber 0 2 0 0 10 
amid 0 3 6 3 0 
fernando 11 0 0 1 0 
25.1 0 1 0 1 10 
donaldson 0 0 1 10 1 
mid 3 2 0 2 5 
ina 12 0 0 0 0 
onto 0 6 3 3 0 
16.0 1 1 0 0 10 
coincid 1 2 2 2 5 
sens 0 3 4 5 0 
20.7 0 0 0 0 12 
france' 1 1 2 7 1 
aloha 0 0 0 12 0 
bottl 1 0 0 11 0 
forint 0 0 12 0 0 
fc 0 0 0 10 2 
arthur 3 0 0 4 5 
persuad 2 1 8 1 0 
recognis 4 1 5 1 1 
14.2 0 0 0 0 12 
alcan 0 0 0 12 0 
nichola 0 0 2 6 4 
21.4 0 2 0 0 10 
butler 0 0 0 10 2 
contest 0 1 0 8 3 
3.50 1 2 2 3 4 
21.1 0 4 0 0 8 
christian 2 0 0 4 6 
roach 0 0 2 10 0 
communiqu 9 0 2 0 1 
mix 1 2 3 1 5 
bolivar 3 0 0 0 9 
23.0 0 3 0 0 9 
29.1 0 0 0 0 12 
5.8 0 0 0 4 8 
grisanti 12 0 0 0 0 
cornelissen 0 0 0 0 12 
mitchel 5 0 1 2 4 
richfield 5 0 0 5 2 
24.5 0 1 0 0 11 
sovereign 1 0 0 8 3 
reorganis 0 1 0 1 10 
one-for-f 0 0 0 1 11 
fiduciari 0 0 0 9 3 
grace 0 2 0 10 0 
18.4 0 0 0 0 12 
'n 0 0 0 11 1 
palm 1 8 0 3 0 
surviv 1 5 0 6 0 
1.41 1 2 0 0 9 
oman 4 0 8 0 0 
concess 2 2 0 6 2 
43.8 0 0 1 1 10 
seamen 12 0 0 0 0 
lilli 0 0 0 11 1 
workforc 2 0 0 3 7 
outboard 0 0 0 12 0 
summari 0 12 0 0 0 
preciou 0 0 2 10 0 
27.3 0 1 0 0 11 
struck 6 0 3 3 0 
105 0 1 2 2 7 
sluggish 0 2 8 0 2 
axp 0 0 0 12 0 
abu 10 0 2 0 0 
tend 1 2 7 1 1 
collect 0 5 1 4 2 
3.80 0 0 9 2 1 
game 2 0 3 4 3 
6-1/4 2 0 7 0 3 
sarney 4 0 8 0 0 
breakdown 1 9 1 0 1 
bare 1 2 7 0 2 
interfer 4 1 1 6 0 
piedmont' 0 0 0 12 0 
8.6 2 0 0 3 6 
lewi 2 0 1 7 1 
24.2 0 0 0 2 9 
hondura 0 11 0 0 0 
tin 1 7 0 0 3 
al-wattari 11 0 0 0 0 
healthi 0 2 4 1 4 
55,000 4 2 0 2 3 
herrhausen 0 0 6 3 2 
23.5 0 0 0 0 11 
liberti 0 0 0 6 5 
230 2 0 0 4 5 
baltic 2 6 0 3 0 
1.21 0 0 1 0 10 
keycorp 0 0 0 11 0 
pat 0 7 0 4 0 
nevada 0 0 0 10 1 
sceptic 0 1 10 0 0 
1.81 0 0 2 0 9 
1.73 0 3 0 1 7 
conoco 11 0 0 0 0 
assign 5 0 4 1 1 
saatchi 0 0 0 11 0 
50.1 0 0 0 7 4 
caspar 4 0 0 7 0 
1.88 0 0 1 0 10 
dd 3 0 0 3 5 
13.0 0 1 0 0 10 
retriev 0 0 0 11 0 
inevit 4 0 6 0 1 
penn 0 0 0 10 1 
bundesbank' 0 0 11 0 0 
ran 3 2 2 1 3 
80,000 2 8 0 0 1 
joseph 0 0 0 7 4 
jovanovich 0 0 0 10 1 
peat 0 0 0 10 1 
del 0 0 0 7 4 
post-split 0 0 0 0 11 
warner 0 0 0 11 0 
1.91 0 0 0 2 9 
queensland 0 4 0 6 1 
mayb 2 0 3 2 4 
0.4 5 0 0 1 5 
yellow 2 6 0 0 3 
340,000 0 7 0 1 3 
night' 0 0 0 7 4 
berlin 0 2 1 1 7 
na 0 0 0 2 9 
disappear 1 3 4 1 2 
27.9 0 2 0 1 8 
ecolab 0 0 0 11 0 
kwacha 0 0 11 0 0 
15.1 0 1 0 1 9 
testifi 1 4 3 3 0 
costli 4 3 0 3 1 
20.4 0 1 1 1 8 
function 2 2 2 3 2 
refrain 2 0 9 0 0 
roughli 0 2 2 3 4 
poultri 0 3 0 7 1 
rural 0 8 2 1 0 
bor 0 0 0 11 0 
warehous 0 3 0 1 7 
discourag 1 4 3 3 0 
hire 1 0 0 7 3 
worsen 2 4 2 2 1 
diversif 1 0 3 5 2 
hydrocrack 11 0 0 0 0 
closer 1 1 6 3 0 
gear 0 0 0 9 2 
ration 0 3 4 1 3 
specialis 1 1 0 8 1 
blame 4 0 1 0 6 
broaden 1 2 0 5 3 
uphold 2 5 0 4 0 
mechan 0 1 4 2 4 
inn 0 0 1 7 3 
3.25 0 2 0 2 7 
aero 0 0 0 5 6 
50.3 0 0 0 0 11 
1.59 0 2 1 0 8 
endors 2 3 6 0 0 
holm 2 0 0 6 3 
bp' 4 0 0 7 0 
hamper 0 1 5 3 2 
4.50 0 2 0 6 3 
haven't 0 7 2 1 1 
28.7 0 0 0 0 11 
von 0 3 4 4 0 
cosmet 0 0 0 8 3 
scrap 1 2 6 0 2 
someon 0 1 0 8 2 
stanc 0 0 10 1 0 
37.7 0 0 0 0 11 
debtor 3 0 1 1 6 
quick 1 0 6 3 1 
transit 1 0 1 4 5 
3.85 0 5 0 0 6 
kharg 11 0 0 0 0 
convent 0 3 0 6 2 
queri 2 1 0 5 3 
raymond 4 1 1 3 2 
seven-day 0 0 11 0 0 
1.66 0 1 0 2 8 
iron 0 1 1 6 3 
optic 0 0 0 5 6 
fisher 0 0 0 4 7 
dan 0 11 0 0 0 
sometim 1 3 3 3 1 
5-1/2 0 0 6 2 3 
transform 0 0 6 0 5 
license 0 0 0 8 3 
thomson 0 0 0 3 8 
contrast 0 3 6 0 2 
1.57 0 0 0 0 11 
cpl 0 0 0 1 10 
margosh 11 0 0 0 0 
bread 0 10 0 0 1 
pulp 0 0 0 4 7 
hartford 0 0 0 2 9 
creek 1 0 0 10 0 
bp.l 6 0 0 3 2 
penney 0 0 0 5 6 
latter 1 0 3 5 2 
yugoslav 2 9 0 0 0 
popular 1 0 9 1 0 
onic 0 11 0 0 0 
preced 1 4 0 3 3 
ill. 0 2 0 8 1 
driel 0 0 0 0 11 
micro 0 0 0 8 3 
dieter 0 0 0 2 9 
obvious 1 1 1 7 1 
0.2 7 1 0 1 2 
paint 1 0 1 5 4 
1-3/4 2 0 0 2 7 
learn 1 1 5 3 1 
breakup 0 0 0 11 0 
non-accru 0 0 0 0 11 
formula 3 0 3 1 4 
1.43 4 0 0 0 7 
hawker 0 0 0 9 2 
22.8 0 1 0 1 9 
navi 10 0 0 1 0 
cnt 0 0 0 7 4 
vice-presid 2 2 1 6 0 
shield 1 0 0 4 6 
minneapoli 0 6 0 3 2 
34.1 0 4 0 1 6 
safeway 0 0 0 9 2 
notabl 2 4 1 1 3 
embassi 4 5 0 2 0 
libya 8 1 1 0 1 
lawrenc 0 4 0 4 3 
prospectu 0 0 0 3 8 
2.11 0 0 0 0 11 
wari 0 2 7 1 1 
veba 0 0 0 10 1 
nymex 11 0 0 0 0 
630 0 0 0 10 1 
cawl.l 0 0 0 10 1 
notes: 0 0 0 0 11 
abolish 1 3 5 0 2 
9.2 0 0 0 5 6 
breach 2 0 2 5 2 
vista 1 0 0 5 5 
israel 0 8 1 1 1 
audi 0 0 0 0 11 
realiti 1 5 4 1 0 
painewebb 0 0 1 9 1 
herald 0 0 5 4 2 
polaroid 0 0 0 7 4 
ice 5 0 0 5 1 
sight 1 0 6 2 2 
lawmak 2 8 0 0 1 
pool 0 0 0 6 5 
forb 0 0 0 10 1 
absolut 1 1 3 2 4 
2000 3 4 0 3 1 
buffer 0 11 0 0 0 
check 2 0 6 2 1 
ht 2 0 0 9 0 
recognit 1 4 3 1 2 
168 2 1 4 1 3 
luxembourg 2 2 2 2 3 
enjoin 1 0 0 10 0 
42.5 0 0 0 4 7 
31.6 0 0 0 1 10 
12.7 0 2 0 1 8 
cyclops' 0 0 0 11 0 
trust' 1 0 0 1 9 
physic 3 5 0 3 0 
allianc 1 0 1 3 6 
multipl 1 0 2 4 4 
cellular 0 0 0 5 6 
educ 1 1 2 3 4 
yr-ago 0 0 0 0 11 
can't 0 0 4 7 0 
650 0 0 2 2 7 
sydney 1 1 3 1 5 
seismic 7 0 0 1 3 
panic 1 0 4 6 0 
1.61 0 0 1 0 10 
170,000 2 1 0 6 2 
29.9 0 7 0 1 3 
m0 0 0 11 0 0 
slower 2 1 4 0 4 
1.76 1 0 0 0 10 
norway' 11 0 0 0 0 
wang 0 0 5 0 6 
metro 2 0 0 4 5 
pak 0 0 0 10 1 
285,000 4 0 0 1 6 
rex 0 0 0 10 1 
whittak 0 0 0 4 7 
horner 0 0 11 0 0 
19.0 0 0 0 1 10 
gap 4 1 3 0 3 
ashland 1 0 0 1 9 
lsb 0 0 0 8 3 
fraction 0 2 1 4 4 
conclus 1 2 2 6 0 
v 0 7 0 4 0 
14.9 1 0 2 0 8 
howard 2 0 0 5 4 
upgrad 6 0 2 0 3 
western' 0 0 0 9 2 
reschedul 1 1 3 1 5 
210,000 6 3 0 0 2 
apparel 0 0 0 3 8 
instinet 0 0 0 11 0 
49.9 0 0 0 8 3 
32.5 1 0 0 1 9 
ec' 0 2 8 1 0 
updat 1 6 0 1 2 
agl 0 0 0 8 2 
37.8 0 0 0 2 8 
73,000 0 2 0 1 7 
promptli 0 0 1 9 0 
120,000 1 5 0 0 4 
remitt 0 1 9 0 0 
enlarg 0 0 1 6 3 
unilater 2 1 5 1 1 
buckhorn 0 0 0 5 5 
breweri 0 0 0 9 1 
27.1 0 0 0 0 10 
naira 0 0 10 0 0 
norton 0 0 0 10 0 
easier 1 3 4 2 0 
23.3 1 0 0 1 8 
eager 0 1 1 7 1 
155 0 0 3 1 6 
solomon 0 0 6 4 0 
surfac 1 2 0 7 0 
mco 0 0 0 4 6 
wors 1 2 3 2 2 
b.c. 0 0 0 1 9 
214 2 0 0 0 8 
treat 0 1 0 4 5 
pearson 0 0 0 4 6 
heavier 6 3 1 0 0 
argument 1 2 4 3 0 
2,500,000 0 0 0 6 4 
evergo 0 0 0 10 0 
standstil 0 2 0 7 1 
toler 0 1 8 1 0 
arbitr 0 0 0 6 4 
junior 0 0 0 8 2 
marwick 0 0 0 9 1 
enro 0 0 0 10 0 
sensit 0 0 8 2 0 
shad 0 0 0 10 0 
tre 0 0 0 10 0 
35.9 2 0 0 1 7 
2.10 2 3 1 0 4 
39.4 0 0 0 1 9 
1.71 0 1 1 0 8 
condens 5 0 0 3 2 
1.70 1 2 2 0 5 
upland 0 2 0 8 0 
210 0 8 0 1 1 
35.1 0 0 0 0 10 
175 0 0 1 6 3 
18.8 0 0 0 2 8 
babcock 0 0 0 0 10 
yearli 0 0 0 7 3 
destroy 5 5 0 0 0 
rko 0 0 0 10 0 
rapidli 2 2 2 3 1 
cycl 3 1 0 0 6 
toll 1 4 0 1 4 
frozen 3 1 1 2 3 
brussel 1 6 0 3 0 
spell 2 6 1 0 1 
steven 0 1 0 2 7 
corona 0 0 0 10 0 
39.9 0 1 0 0 9 
comfort 0 0 3 3 4 
slowli 0 3 1 2 4 
1.82 0 0 0 0 10 
consecut 0 0 0 0 10 
flotat 0 0 1 3 6 
15.3 1 0 0 2 7 
crossland 0 0 0 10 0 
applianc 0 0 0 10 0 
board' 0 1 0 8 1 
11.25 0 0 1 8 1 
jacqu 0 1 3 4 2 
2.04 0 6 0 1 3 
paralax 0 0 0 10 0 
grand 0 1 0 5 4 
burn 0 2 1 6 1 
217 0 0 0 5 5 
candid 0 0 1 6 3 
understood 4 1 5 0 0 
renov 0 7 0 3 0 
laser 0 0 0 3 7 
trustco 0 0 0 0 10 
nwa 0 0 0 0 10 
statoil 10 0 0 0 0 
fargo 0 0 0 7 3 
bko 1 0 0 9 0 
26.0 0 2 0 0 8 
alpha 0 0 0 9 1 
pro 0 0 0 4 6 
3.17 0 2 0 0 8 
b. 0 0 0 4 6 
montedison 2 0 0 8 0 
relax 1 1 7 0 1 
thyssen 0 0 0 0 10 
becor 0 0 0 10 0 
consequ 0 3 3 2 2 
parker 0 0 1 4 5 
frank 4 0 0 3 3 
dominion 1 0 0 6 3 
modifi 0 2 3 3 2 
cd 0 0 9 1 0 
nawg 0 10 0 0 0 
unfair 0 5 1 4 0 
2.15 0 0 0 1 9 
absorb 1 0 6 2 1 
10-year 1 3 4 2 0 
32.4 1 0 0 0 9 
collin 0 5 0 5 0 
compromis 2 0 2 6 0 
6.50 0 1 1 4 4 
expert 1 1 3 5 0 
avon 0 0 0 8 2 
cp 1 0 0 3 6 
iii 0 2 0 4 4 
non-ec 0 10 0 0 0 
mclean 0 0 0 10 0 
sit 3 0 2 5 0 
18.0 3 0 0 1 6 
brent 10 0 0 0 0 
secret 0 0 6 4 0 
sprinkel 0 0 10 0 0 
windfal 8 1 0 0 1 
irish 0 2 1 5 2 
44.1 0 1 0 0 9 
sizeabl 0 0 6 1 3 
28.9 1 0 0 1 8 
crowley 0 4 0 5 1 
brunswick 0 0 0 0 10 
bigger 3 1 3 2 1 
starch 0 3 0 7 0 
montreal 0 1 0 2 7 
theta 0 0 0 10 0 
meal 0 9 1 0 0 
greatli 1 3 1 1 4 
phlx 0 0 10 0 0 
trial 3 0 1 5 1 
burlington 0 3 0 4 3 
tehran 10 0 0 0 0 
d. 0 0 0 10 0 
permian 8 0 0 0 2 
147 0 0 4 0 6 
santana 9 0 0 1 0 
malt 0 9 0 0 1 
sort 1 0 2 6 1 
democrat 3 4 2 1 0 
20.5 0 1 0 0 9 
amort 0 0 0 0 10 
27.6 0 2 0 0 8 
stretch 3 0 0 2 5 
melnikov 0 10 0 0 0 
dn 0 10 0 0 0 
0.5 2 0 5 0 3 
185 0 0 3 5 2 
sandoz 0 0 0 1 9 
m 0 0 0 5 5 
nato 10 0 0 0 0 
cypru 2 4 0 1 3 
caraca 8 0 0 2 0 
41.75 0 0 0 10 0 
growmark 0 10 0 0 0 
massachusett 0 0 0 5 5 
lebanes 0 0 9 1 0 
ireland 0 5 0 4 1 
450,000 0 6 0 1 3 
distort 1 3 3 2 1 
1.47 2 2 0 1 5 
badli 3 5 0 0 2 
emery' 0 0 0 10 0 
bonn 0 0 9 1 0 
gte 0 0 0 5 5 
340 0 0 1 6 3 
chubb 0 0 0 8 2 
25.5 0 2 0 4 4 
note:1985 0 0 0 0 10 
diminish 4 2 3 0 1 
tactic 0 3 1 6 0 
outlet 2 1 0 2 5 
imposs 1 1 6 2 0 
meridian 0 0 0 9 1 
brian 1 3 0 4 2 
25.7 0 2 0 1 7 
reichhold 0 0 0 10 0 
space 1 2 1 2 4 
x 6 2 0 2 0 
spoke 4 0 4 1 1 
eye 0 1 1 2 6 
bnl 0 0 0 7 3 
co-op 0 9 0 0 1 
businessman 0 0 2 8 0 
track 2 2 2 1 3 
deleg 4 6 0 0 0 
fals 1 0 2 4 3 
350,000 0 5 0 3 2 
2.75 1 0 0 4 5 
thou 0 10 0 0 0 
danish 0 0 4 4 2 
disney 0 0 0 10 0 
walsh 0 0 0 3 7 
tx 10 0 0 0 0 
finland 0 0 9 0 1 
valuat 0 0 0 6 4 
discharg 6 3 0 1 0 
lifestyl 0 0 3 4 3 
ing 0 0 5 3 2 
adam 3 0 0 4 3 
thermo 0 0 0 10 0 
38.5 0 0 0 2 8 
insist 3 3 2 1 1 
ava 0 0 0 10 0 
granit 0 0 0 10 0 
wilkinson 0 0 0 8 2 
easili 0 3 4 3 0 
armi 5 4 0 1 0 
pittston 0 0 0 10 0 
boschwitz 0 10 0 0 0 
symbol 1 1 0 3 5 
intermed 0 0 0 6 4 
frequent 1 2 2 3 2 
missouri 0 6 0 3 1 
seattl 0 2 0 8 0 
bow 0 0 2 8 0 
persist 2 3 3 0 2 
navig 7 0 0 1 2 
toy 0 0 0 1 9 
supervisori 0 0 1 5 4 
henkel 0 0 0 10 0 
rare 0 0 4 5 1 
taxat 10 0 0 0 0 
13,000 0 2 1 0 7 
sixth 4 1 0 3 2 
attach 4 1 2 2 1 
inland 5 0 1 0 4 
morri 0 0 0 3 7 
genova 0 0 0 9 1 
newman 0 0 1 8 1 
12,000 1 3 0 4 2 
cci 0 0 0 8 2 
onshor 7 0 0 3 0 
1.26 0 0 0 0 10 
4.133 10 0 0 0 0 
non-oil 5 0 4 1 0 
alleghani 0 0 0 7 3 
fahd 10 0 0 0 0 
capabl 4 1 0 2 3 
suharto 10 0 0 0 0 
peripher 0 0 0 8 2 
gardini 0 0 0 10 0 
mcf 8 0 0 1 1 
margaret 1 0 5 4 0 
retroact 1 2 0 1 6 
calif 0 0 0 9 1 
260 1 1 0 3 5 
abid 6 0 1 3 0 
massiv 0 0 9 0 1 
tribun 0 4 0 5 1 
38.1 0 0 0 3 7 
solid 0 1 1 3 5 
claus 1 7 1 1 0 
mission 1 7 1 1 0 
treasur 0 0 5 5 0 
stipul 0 1 4 3 2 
petrochem 3 0 0 3 4 
champlin 10 0 0 0 0 
jefferson 1 0 0 7 2 
terra 9 0 0 0 1 
bpi 0 0 0 10 0 
bind 0 1 1 7 1 
absenc 0 2 4 1 3 
125,000 4 3 0 1 2 
21.9 0 2 0 0 8 
commission' 0 6 0 4 0 
1/2 1 1 4 2 2 
dubai 10 0 0 0 0 
combat 5 2 2 1 0 
apea 10 0 0 0 0 
entri 0 2 2 5 1 
mediterranean 10 0 0 0 0 
toni 0 0 0 7 3 
1-1/2 0 1 1 2 6 
tom 0 7 0 2 1 
cheung 0 0 0 4 6 
2-1/2 0 0 0 2 8 
amoskeag 0 0 0 9 1 
venezuela' 10 0 0 0 0 
garden 0 0 0 7 3 
newport 0 0 0 6 4 
tea 0 4 1 0 5 
keen 0 3 5 2 0 
17.9 3 1 0 1 5 
february' 1 4 4 0 0 
turnaround 2 0 1 4 2 
stearn 0 0 1 7 1 
180,000 3 0 0 3 3 
weigh 1 2 2 4 0 
bound 3 2 3 1 0 
lumber 0 0 0 5 4 
knowledg 0 5 2 2 0 
portug 0 7 0 2 0 
automobil 0 0 1 4 4 
oct 0 2 0 2 5 
fairfax 0 0 0 1 8 
wildlif 9 0 0 0 0 
ryan 0 0 0 0 9 
ideal 1 1 5 1 1 
ksz 0 0 0 9 0 
likelihood 2 1 1 3 2 
craft 0 0 0 4 5 
rochest 0 0 0 7 2 
gallon 3 1 0 2 3 
gluck 0 0 0 4 5 
albert 1 3 1 2 2 
satellit 0 0 0 5 4 
languag 1 0 3 0 5 
cloud 1 2 1 3 2 
son 0 0 0 7 2 
mexican 6 0 0 1 2 
premier 1 0 2 4 2 
1.83 0 0 2 0 7 
context 2 4 2 1 0 
cambridg 2 0 0 3 4 
rapese 0 9 0 0 0 
lifo 0 0 0 0 9 
di 1 0 0 6 2 
frankfurt 0 0 6 1 2 
mid-april 4 2 1 2 0 
meyer 0 3 1 2 3 
1.18 0 0 1 0 8 
20.1 0 0 0 1 8 
skeptic 2 1 1 5 0 
ga. 0 1 0 5 3 
modulair 0 0 0 8 1 
24.1 0 0 0 0 9 
o'reilli 0 0 0 2 7 
11.50 0 1 0 6 2 
edison 0 0 0 6 3 
22,000 0 3 0 0 6 
art 0 0 0 5 4 
adhes 0 0 0 9 0 
capitol 0 2 0 0 7 
unquot 0 0 9 0 0 
matthey 0 0 0 9 0 
welsh 0 0 0 9 0 
jackson 0 0 0 8 1 
hre 0 0 0 0 9 
arden 0 0 0 7 2 
23.2 1 0 0 1 7 
31.5 0 0 0 0 9 
societi 1 0 2 4 2 
interpret 0 2 2 4 1 
3.75 0 0 1 5 3 
espinosa 9 0 0 0 0 
superdrug 0 0 0 9 0 
scope 3 1 4 0 1 
hpr 0 0 0 9 0 
taft' 0 0 0 9 0 
fitzwat 9 0 0 0 0 
ourselv 0 1 4 2 2 
two-day 4 0 5 0 0 
7.0 0 4 0 2 3 
neco 0 0 0 9 0 
1/8 1 0 3 5 0 
mouth 8 1 0 0 0 
benson 0 0 2 3 4 
23.6 0 1 0 0 8 
stora 0 0 0 9 0 
hovi 0 0 0 8 1 
complement 0 0 2 6 1 
blood 0 0 1 8 0 
n.a. 0 0 0 5 4 
hisham 9 0 0 0 0 
attain 2 2 0 1 4 
ahm 6 0 2 0 1 
siddeley 0 0 0 7 2 
reconsid 0 0 0 8 1 
monfort 0 0 0 6 3 
agency' 0 3 2 2 2 
gmt. 2 0 4 0 3 
crew 4 2 0 3 0 
